candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,party_eci
PRAKASH DUBEY,http://myneta.info/2008mp/candidate.php?candidate_id=2945,Shivpuri,IND,0,Graduate,1752743,0,1752743,25,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Independent
PRAKASH JAIN,http://myneta.info/2008mp/candidate.php?candidate_id=346,Sagar,INC,0,Post Graduate,2709000,0,2709000,41,GEN,SAGAR,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Indian National Congress
PRAKASH MESHRAM,http://myneta.info/2008mp/candidate.php?candidate_id=1372,Balaghat,IND,1,12th Pass,20500,0,20500,111,GEN,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Independent
PRAKASH NARAYAN,http://myneta.info/2008mp/candidate.php?candidate_id=2206,Lahar,IND,0,Graduate Professional,1210000,0,1210000,11,GEN,BHIND,GIRD ZONE,,FALSE,FALSE,Male,Independent
PRAKASH RAWAT BORKUNWA,http://myneta.info/2008mp/candidate.php?candidate_id=465,Alirajpur,SP,0,10th Pass,10000,0,10000,191,ST,ALIRAJPUR,JHABUA HILLS,,FALSE,FALSE,Male,Samajwadi Party
PRAKASH SHIKARI,http://myneta.info/2008mp/candidate.php?candidate_id=3069,Surkhi,GMS,11,8th Pass,9000,0,9000,37,GEN,SAGAR,VINDHYAN PLEATEAU,,FALSE,TRUE,Male,Gondwana Mukti Sena
PRAKASH SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=2352,Mehgaon,IND,0,Post Graduate,593000,0,593000,12,GEN,BHIND,GIRD ZONE,,FALSE,FALSE,Male,Independent
PRAKASH SONOF HARIYA GANAWA AD.,http://myneta.info/2008mp/candidate.php?candidate_id=3104,Thandla,IND,0,Post Graduate,80000,0,80000,194,ST,JHABUA,JHABUA HILLS,,FALSE,FALSE,Male,Independent
PRAMOD GUGALIA,http://myneta.info/2008mp/candidate.php?candidate_id=544,Ratlam City,INC,1,Post Graduate,5541340,1203694,4337646,220,GEN,RATLAM,MALWA PLATEAU,,TRUE,TRUE,Male,Indian National Congress
PRAMOD KAROSIYA,http://myneta.info/2008mp/candidate.php?candidate_id=896,Jabalpur Cantt.,IND,0,8th Pass,87000,0,87000,99,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
PRAMOD KUMAR VISHWAKARMA,http://myneta.info/2008mp/candidate.php?candidate_id=2420,Narela,SVSP,0,Post Graduate,515000,127000,388000,151,GEN,BHOPAL,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,SVSP
PRAMOD MISHRA,http://myneta.info/2008mp/candidate.php?candidate_id=1674,Datia,IND,0,10th Pass,527500,0,527500,22,GEN,DATIA,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
PRAMOD PAL ADVOCAT,http://myneta.info/2008mp/candidate.php?candidate_id=808,Datia,SP,0,Post Graduate,384740,0,384740,22,GEN,DATIA,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Samajwadi Party
PRAMOD SINGH PORTE,http://myneta.info/2008mp/candidate.php?candidate_id=986,Bhojpur,GGP,0,Graduate,250000,0,250000,141,GEN,RAISEN,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Gondvana Gantantra Party
PRAMOD VYAS,http://myneta.info/2008mp/candidate.php?candidate_id=3110,Tikamgarh,IND,0,Post Graduate,1240000,75000,1165000,43,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
PRANSINGH GURJAR (DADDU),http://myneta.info/2008mp/candidate.php?candidate_id=2939,Shivpuri,LJP,0,Not Given,535308,0,535308,25,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Lok Janshakti Party
PRASANNA MALOO,http://myneta.info/2008mp/candidate.php?candidate_id=513,Seoni,INC,0,Graduate Professional,28147982,3100120,25047862,115,GEN,SEONI,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Indian National Congress
PRASHANT JAISWAL,http://myneta.info/2008mp/candidate.php?candidate_id=2394,Murwara,IND,1,Graduate,34000,0,34000,93,GEN,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,TRUE,FALSE,Male,Independent
PRASHANT KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=1272,Amarpatan,SP,0,12th Pass,575500,0,575500,66,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Samajwadi Party
PRATAP GREWAL,http://myneta.info/2008mp/candidate.php?candidate_id=125,Sardarpur,INC,0,Graduate Professional,2291503,0,2291503,196,ST,DHAR,MALWA PLATEAU,,FALSE,FALSE,Male,Indian National Congress
PRATAP SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=44,Ghoradongri,INC,2,Post Graduate,5088124,521105,4567019,132,ST,BETUL,SATPURA PLATEAU,,FALSE,TRUE,Male,Indian National Congress
PRATAP SINGH RAJPUT,http://myneta.info/2008mp/candidate.php?candidate_id=2999,Silwani,IND,1,8th Pass,610000,0,610000,143,GEN,RAISEN,VINDHYAN PLEATEAU,,FALSE,TRUE,Male,Independent
PRATAPSINGH AKOLE,http://myneta.info/2008mp/candidate.php?candidate_id=935,Bhagwanpura,LJP,0,8th Pass,50000,13000,37000,186,ST,KHARGONE,NIMAR VALLEY,,FALSE,FALSE,Male,Lok Janshakti Party
PRATIBHA SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=195,Bargi,BJP,0,Post Graduate,7103292,266884,6836408,96,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Female,Bharatiya Janata Party
PRAVEEN DONGARE,http://myneta.info/2008mp/candidate.php?candidate_id=3178,Waraseoni,IND,0,12th Pass,60000,28000,32000,112,GEN,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Independent
PRAVIN ANADILAL PORWAL,http://myneta.info/2008mp/candidate.php?candidate_id=1710,Depalpur,IND,0,5th Pass,40000,0,40000,203,GEN,INDORE,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
PREETAM SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=847,Gwalior,BJSH,0,5th Pass,1348478,0,1348478,15,GEN,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Bharatiya Jan Shakti
PREM KUMAR JATAV,http://myneta.info/2008mp/candidate.php?candidate_id=1744,Dimani,LJP,0,5th Pass,312000,0,312000,7,GEN,MORENA,GIRD ZONE,,FALSE,FALSE,Male,Lok Janshakti Party
PREM LAL KOL,http://myneta.info/2008mp/candidate.php?candidate_id=2265,Maihar,IND,0,5th Pass,215000,0,215000,65,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
PREM LAL RAWAT,http://myneta.info/2008mp/candidate.php?candidate_id=1828,Gurh,IND,0,10th Pass,105000,0,105000,75,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
PREM NARAYAN,http://myneta.info/2008mp/candidate.php?candidate_id=1546,Budhni,IND,0,5th Pass,2437500,0,2437500,156,GEN,SEHORE,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
PREM NARAYAN MAHAUR,http://myneta.info/2008mp/candidate.php?candidate_id=749,Gohad,CPM,3,Post Graduate,370500,0,370500,13,SC,BHIND,GIRD ZONE,,FALSE,TRUE,Male,Communist Party of India (Marxist)
PREM NARAYAN TIWARI,http://myneta.info/2008mp/candidate.php?candidate_id=1907,Hoshangabad,IND,0,Not Given,505000,0,505000,137,GEN,HOSHANGABAD,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Independent
PREM SETH BISEN,http://myneta.info/2008mp/candidate.php?candidate_id=2525,Paraswada,IND,0,8th Pass,22000,0,22000,110,GEN,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Independent
PREM SHANKAR,http://myneta.info/2008mp/candidate.php?candidate_id=1145,Vidisha,BSP,1,Doctorate,7966098,367000,7599098,144,GEN,VIDISHA,VINDHYAN PLEATEAU,,TRUE,TRUE,Male,Bahujan Samaj Party
PREM SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=350,Chitrakoot,INC,0,5th Pass,6048703,80000,5968703,61,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Indian National Congress
PREM SINGH SOLANKI,http://myneta.info/2008mp/candidate.php?candidate_id=2404,Nagada-Khachrod,LJP,0,Literate,126600,0,126600,212,GEN,UJJAIN,MALWA PLATEAU,,TRUE,FALSE,Male,Lok Janshakti Party
PREMCHAND BALIRAM NAGRAJ,http://myneta.info/2008mp/candidate.php?candidate_id=1551,Burhanpur,IND,0,Post Graduate,899254,101750,797504,180,GEN,BURHANPUR,NIMAR VALLEY,,TRUE,FALSE,Male,Independent
PREMCHAND GUDDU,http://myneta.info/2008mp/candidate.php?candidate_id=316,Alot,INC,2,5th Pass,60498449,1000000,59498449,223,SC,RATLAM,MALWA PLATEAU,,FALSE,TRUE,Male,Indian National Congress
PREMLAL,http://myneta.info/2008mp/candidate.php?candidate_id=1982,Jaisinghnagar,IND,0,Literate,0,0,0,84,ST,SHAHDOL,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
PREMLATA CHAWADA,http://myneta.info/2008mp/candidate.php?candidate_id=2295,Manasa,AIFB,0,12th Pass,150000,0,150000,228,GEN,NEEMUCH,MALWA PLATEAU,,FALSE,FALSE,Female,All India Forward Bloc
PREMLATA KASDE,http://myneta.info/2008mp/candidate.php?candidate_id=226,Harsud,INC,0,8th Pass,2006000,0,2006000,176,ST,KHANDWA,NIMAR VALLEY,,FALSE,FALSE,Female,Indian National Congress
PREMNARAYAN (BHURA PATEL),http://myneta.info/2008mp/candidate.php?candidate_id=1886,Harda,IND,0,12th Pass,1818859,285358,1533501,135,GEN,HARDA,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Independent
PREMNARAYAN KORI,http://myneta.info/2008mp/candidate.php?candidate_id=802,Hatta,IND,0,8th Pass,80600,0,80600,57,SC,DAMOH,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
PREMNARAYAN MALVIYA,http://myneta.info/2008mp/candidate.php?candidate_id=1262,Agar,IND,0,5th Pass,121000,6000,115000,166,SC,SHAJAPUR,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
PREMNARAYAN THAKUR,http://myneta.info/2008mp/candidate.php?candidate_id=89,Amarwara,BJP,0,Graduate,10495255,0,10495255,123,ST,CHHINDWARA,SATPURA PLATEAU,,TRUE,FALSE,Male,Bharatiya Janata Party
PREMSINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1544,Budhni,IND,0,5th Pass,95500,0,95500,156,GEN,SEHORE,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
PREMSINGH MARAVI,http://myneta.info/2008mp/candidate.php?candidate_id=630,Shahpura,GMS,0,Post Graduate,435000,0,435000,103,ST,DINDORI,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Gondwana Mukti Sena
PREMSINGH PARIHAR,http://myneta.info/2008mp/candidate.php?candidate_id=2947,Shivpuri,IND,0,Literate,33000,0,33000,25,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Independent
PREMSINGH PATEL,http://myneta.info/2008mp/candidate.php?candidate_id=23,Badwani,BJP,1,Literate,9973457,0,9973457,190,ST,BARWANI,NIMAR VALLEY,,FALSE,FALSE,Male,Bharatiya Janata Party
PRITAM SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=2657,Pushprajgarh,GMS,0,5th Pass,30000,0,30000,88,ST,ANUPPUR,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Gondwana Mukti Sena
PRITESH JIRATI,http://myneta.info/2008mp/candidate.php?candidate_id=1734,Dharampuri,IND,0,12th Pass,25000,0,25000,200,ST,DHAR,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
PRITHVIRAJ RAYKAR,http://myneta.info/2008mp/candidate.php?candidate_id=3180,Waraseoni,RLD,0,8th Pass,190000,0,190000,112,GEN,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Rashtriya Lok Dal
PRIYADARSHAN GOUR,http://myneta.info/2008mp/candidate.php?candidate_id=220,Murwara,INC,0,Graduate,9240213,134844,9105369,93,GEN,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,TRUE,FALSE,Male,Indian National Congress
PRIYAVRAT SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=303,Khilchipur,INC,0,12th Pass,22216787,1339139,20877648,163,GEN,RAJGARH,MALWA PLATEAU,,TRUE,FALSE,Male,Indian National Congress
PT. DAYASHANKAR MISHRA,http://myneta.info/2008mp/candidate.php?candidate_id=2136,Khurai,IND,0,12th Pass,503000,0,503000,36,GEN,SAGAR,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
PT. RAJU PANDEY,http://myneta.info/2008mp/candidate.php?candidate_id=601,Jabalpur Cantt.,BSP,0,10th Pass,2004467,1694499,309968,99,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Bahujan Samaj Party
PT. SHIV SHANKAR SHARMA (GAUTAM) URF SHANKAR,http://myneta.info/2008mp/candidate.php?candidate_id=1504,Bhopal Dakshin-Paschim,GGP,0,Post Graduate,500,24000,-23500,152,GEN,BHOPAL,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Gondvana Gantantra Party
"PT. YOGESH SHARMA ""CHUNNU""",http://myneta.info/2008mp/candidate.php?candidate_id=1136,Ujjain Dakshin,INC,1,Post Graduate,12176272,1185617,10990655,217,GEN,UJJAIN,MALWA PLATEAU,,TRUE,FALSE,Male,Indian National Congress
PUNARAM DEHARIYA,http://myneta.info/2008mp/candidate.php?candidate_id=1258,Parasia,BSP,0,Not Given,150000,58000,92000,127,SC,CHHINDWARA,SATPURA PLATEAU,,FALSE,FALSE,Male,Bahujan Samaj Party
PURAN SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=2348,Mehgaon,IND,0,Not Given,1000,0,1000,12,GEN,BHIND,GIRD ZONE,,FALSE,FALSE,Male,Independent
PURSHOTAM DANGI,http://myneta.info/2008mp/candidate.php?candidate_id=299,Biaora,INC,1,10th Pass,2489102,257731,2231371,161,GEN,RAJGARH,MALWA PLATEAU,,FALSE,FALSE,Male,Indian National Congress
PURUSHOTTAM,http://myneta.info/2008mp/candidate.php?candidate_id=702,Anuppur,IND,3,8th Pass,462000,0,462000,87,ST,ANUPPUR,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
PUSHPA CHOUHAN,http://myneta.info/2008mp/candidate.php?candidate_id=1130,Tarana,IND,1,Graduate,200000,300000,-100000,214,SC,UJJAIN,MALWA PLATEAU,,TRUE,FALSE,Male,Independent
PUSHPENDRA,http://myneta.info/2008mp/candidate.php?candidate_id=2511,Panna,IND,0,Not Given,82000,0,82000,60,GEN,PANNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
PUSHPENDRA KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=2568,Pawai,IND,0,10th Pass,470000,0,470000,58,GEN,PANNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
"PUSHPENDRA PRATAP SINGH ""ARUNESH BAIYA""",http://myneta.info/2008mp/candidate.php?candidate_id=1056,Rampur-Baghelan,IND,0,Post Graduate,12553000,950000,11603000,67,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Independent
PUSHPENDRA SINGH (PAPPU BHAIYA),http://myneta.info/2008mp/candidate.php?candidate_id=3176,Vijayraghogarh,LJP,1,12th Pass,1163900,91400,1072500,92,GEN,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Lok Janshakti Party
PUSHPLATA LIKHIRAM KAVRE,http://myneta.info/2008mp/candidate.php?candidate_id=28,Lanji,INC,0,10th Pass,2565000,159618,2405382,109,GEN,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Female,Indian National Congress
PUSPENDRA BAGRI,http://myneta.info/2008mp/candidate.php?candidate_id=2677,Raigaon,GMS,0,Graduate Professional,55000,900000,-845000,62,SC,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Gondwana Mukti Sena
QAZI HIFZURRAHMAN,http://myneta.info/2008mp/candidate.php?candidate_id=482,Ujjain Uttar,SP,0,12th Pass,91954,0,91954,216,GEN,UJJAIN,MALWA PLATEAU,,FALSE,FALSE,Male,Samajwadi Party
R. K. SHUKLA,http://myneta.info/2008mp/candidate.php?candidate_id=888,Patan,IND,0,Not Given,5132000,91648,5040352,95,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Independent
R.D.PRAJAPATI,http://myneta.info/2008mp/candidate.php?candidate_id=78,Chandla,BJSH,1,Graduate,2225000,100000,2125000,49,SC,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Bharatiya Jan Shakti
RADE SYAM PRJAPATI,http://myneta.info/2008mp/candidate.php?candidate_id=1456,Bhander,AD,0,12th Pass,824000,0,824000,21,SC,DATIA,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Apna Dal
RADHA MOHAN (BIRBAL SONI),http://myneta.info/2008mp/candidate.php?candidate_id=1679,Datia,SHS,0,10th Pass,444000,0,444000,22,GEN,DATIA,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Shivsena
RADHE LAL,http://myneta.info/2008mp/candidate.php?candidate_id=2910,Sewda,IND,0,Not Given,409000,0,409000,20,GEN,DATIA,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
RADHE SHYAM GEHLOT,http://myneta.info/2008mp/candidate.php?candidate_id=2293,Malhargarh,IND,0,Graduate,1055000,400000,655000,225,SC,MANDSAUR,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
RADHE SHYAM PAWAR,http://myneta.info/2008mp/candidate.php?candidate_id=2721,Ratlam City,SP,0,12th Pass,122000,0,122000,220,GEN,RATLAM,MALWA PLATEAU,,FALSE,FALSE,Male,Samajwadi Party
RADHE SHYAM-NANALAL PATIDAR,http://myneta.info/2008mp/candidate.php?candidate_id=253,Suwasra,BJP,0,Graduate,4636869,0,4636869,226,GEN,MANDSAUR,MALWA PLATEAU,,FALSE,FALSE,Male,Bharatiya Janata Party
RADHELAL BAGHEL,http://myneta.info/2008mp/candidate.php?candidate_id=109,Sewda,BSP,0,8th Pass,280000,0,280000,20,GEN,DATIA,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Bahujan Samaj Party
RADHELAL GATHOLE,http://myneta.info/2008mp/candidate.php?candidate_id=1905,Hoshangabad,IND,0,8th Pass,10000,0,10000,137,GEN,HOSHANGABAD,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Independent
RADHESHYAM,http://myneta.info/2008mp/candidate.php?candidate_id=2796,Sarangpur,IND,0,Not Given,135000,0,135000,164,SC,RAJGARH,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
RADHESHYAM,http://myneta.info/2008mp/candidate.php?candidate_id=2931,Sheopur,IND,0,Graduate,4870000,0,4870000,1,GEN,SHEOPUR,GIRD ZONE,,FALSE,FALSE,Male,Independent
RADHESHYAM,http://myneta.info/2008mp/candidate.php?candidate_id=2632,Pohari,RPI(A),0,Graduate,772000,342000,430000,24,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Republican Party of India (A)
RADHESHYAM MUKATI,http://myneta.info/2008mp/candidate.php?candidate_id=1730,Dhar,LPSP,0,10th Pass,2300000,0,2300000,201,GEN,DHAR,MALWA PLATEAU,,FALSE,FALSE,Male,Lokpriya Samaj Party
RADHESHYAM NAGPURE,http://myneta.info/2008mp/candidate.php?candidate_id=1186,Paraswada,GGP,0,5th Pass,103000,0,103000,110,GEN,BALAGHAT,CHHATTISGARH PLAINS,,TRUE,FALSE,Male,Gondvana Gantantra Party
RADHESHYAM PRAJAPATI,http://myneta.info/2008mp/candidate.php?candidate_id=1230,Huzur,IND,0,Graduate,55000,0,55000,155,GEN,BHOPAL,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
"RADHESHYAM SATNAMI ""MASAB""",http://myneta.info/2008mp/candidate.php?candidate_id=1966,Jabalpur Purba,LJP,0,12th Pass,72350,0,72350,97,SC,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Lok Janshakti Party
RAEES BHAI,http://myneta.info/2008mp/candidate.php?candidate_id=1908,Huzur,IND,1,5th Pass,7881000,0,7881000,155,GEN,BHOPAL,VINDHYAN PLEATEAU,,FALSE,TRUE,Male,Independent
RAFEEK BHAI,http://myneta.info/2008mp/candidate.php?candidate_id=2880,Seoni,IND,0,5th Pass,27100,0,27100,115,GEN,SEONI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
RAFEEQ AHMED,http://myneta.info/2008mp/candidate.php?candidate_id=1227,Bhopal Madhya,IND,0,5th Pass,6906000,0,6906000,153,GEN,BHOPAL,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Independent
RAGHAVJI,http://myneta.info/2008mp/candidate.php?candidate_id=451,Vidisha,BJP,0,Post Graduate,18714077,1943745,16770332,144,GEN,VIDISHA,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Bharatiya Janata Party
RAGHURAJ SINGH CHAURDIYA,http://myneta.info/2008mp/candidate.php?candidate_id=280,Neemuch,INC,1,Graduate,227075706,929843,226145863,229,GEN,NEEMUCH,MALWA PLATEAU,,TRUE,TRUE,Male,Indian National Congress
RAGHUVIR SINGH CHOUDHRY,http://myneta.info/2008mp/candidate.php?candidate_id=1178,Sironj,IND,0,12th Pass,778000,0,778000,147,GEN,VIDISHA,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
RAGHVENDRA DUBEY,http://myneta.info/2008mp/candidate.php?candidate_id=2600,Pichhore,IND,0,Post Graduate,324000,0,324000,26,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Independent
RAGHVENDRA SINGH PATEL,http://myneta.info/2008mp/candidate.php?candidate_id=1835,Gurh,AD,0,Post Graduate,242000,506000,-264000,75,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Apna Dal
RAGHVIR,http://myneta.info/2008mp/candidate.php?candidate_id=3118,Tikamgarh,IND,0,8th Pass,100000,0,100000,43,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
RAGVENDRA SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=2645,Prithvipur,IND,0,8th Pass,274000,0,274000,45,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
RAGWENDRA SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1460,Bhander,IND,0,10th Pass,653000,0,653000,21,SC,DATIA,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
RAHUL,http://myneta.info/2008mp/candidate.php?candidate_id=3127,Tikamgarh,IND,0,Graduate,1600000,0,1600000,43,GEN,TIKAMGARH,BUNDELKHAND ZONE,,TRUE,FALSE,Male,Independent
RAHUL PARTETI,http://myneta.info/2008mp/candidate.php?candidate_id=2492,Pandhurna,IND,0,12th Pass,1000,0,1000,128,ST,CHHINDWARA,SATPURA PLATEAU,,FALSE,FALSE,Male,Independent
RAJ KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=2717,Rampur-Baghelan,GMS,0,Literate,268807,0,268807,67,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Gondwana Mukti Sena
RAJ KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=2875,Seoni,SHS,0,Graduate,55000,0,55000,115,GEN,SEONI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Shivsena
RAJ KUMAR KURMI PATEL,http://myneta.info/2008mp/candidate.php?candidate_id=2540,Patan,BJSH,0,5th Pass,17980011,1096822,16883189,95,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Bharatiya Jan Shakti
RAJ KUMAR PATEL,http://myneta.info/2008mp/candidate.php?candidate_id=539,Deotalab,BJSH,1,Post Graduate,857000,0,857000,72,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,TRUE,Male,Bharatiya Jan Shakti
RAJ KUMAR PATEL (RAJU BHAIYA),http://myneta.info/2008mp/candidate.php?candidate_id=897,Jabalpur Paschim,BJSH,1,10th Pass,465449,0,465449,100,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,TRUE,Male,Bharatiya Jan Shakti
RAJ KUMAR SAKET,http://myneta.info/2008mp/candidate.php?candidate_id=2314,Mangawan,CPI,0,Post Graduate,420000,0,420000,73,SC,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Communist Party of India
RAJ KUMAR SURYAVANSHI,http://myneta.info/2008mp/candidate.php?candidate_id=2294,Malhargarh,LJP,0,Not Given,170000,0,170000,225,SC,MANDSAUR,MALWA PLATEAU,,FALSE,FALSE,Male,Lok Janshakti Party
RAJ RAKHAN KORI,http://myneta.info/2008mp/candidate.php?candidate_id=3095,Teonthar,IND,0,5th Pass,60200,0,60200,70,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
RAJ ROOP SAKET- SUJI PURAVA WALE,http://myneta.info/2008mp/candidate.php?candidate_id=2317,Mangawan,AD,0,Literate,25000,0,25000,73,SC,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Apna Dal
RAJARAM ANURAGI,http://myneta.info/2008mp/candidate.php?candidate_id=1576,Chandla,IND,0,8th Pass,530000,0,530000,49,SC,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
RAJARAM DHRUVEY,http://myneta.info/2008mp/candidate.php?candidate_id=2991,Silwani,GMS,0,5th Pass,2164000,0,2164000,143,GEN,RAISEN,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Gondwana Mukti Sena
RAJARAM NAGESHRI,http://myneta.info/2008mp/candidate.php?candidate_id=695,Mungaoli,BSP,0,Post Graduate,3800000,150000,3650000,34,GEN,ASHOK NAGAR,GIRD ZONE,,FALSE,FALSE,Male,Bahujan Samaj Party
RAJARAM RAJU PATIL,http://myneta.info/2008mp/candidate.php?candidate_id=921,Khandwa,BJSH,0,5th Pass,4603173,297316,4305857,177,SC,KHANDWA,NIMAR VALLEY,,TRUE,FALSE,Male,Bharatiya Jan Shakti
RAJDHAR YADAV,http://myneta.info/2008mp/candidate.php?candidate_id=530,Deori,BJSH,0,Post Graduate,29461600,700000,28761600,38,GEN,SAGAR,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Bharatiya Jan Shakti
RAJEDRASINGH SOLANKI URF RAJU BHAI,http://myneta.info/2008mp/candidate.php?candidate_id=825,Manawar,BSP,1,10th Pass,7468500,40000,7428500,199,ST,DHAR,MALWA PLATEAU,,FALSE,TRUE,Male,Bahujan Samaj Party
RAJEEV BHARGAVA,http://myneta.info/2008mp/candidate.php?candidate_id=3074,Suwasra,BSP,1,Graduate Professional,1245366,0,1245366,226,GEN,MANDSAUR,MALWA PLATEAU,,FALSE,TRUE,Male,Bahujan Samaj Party
